id,query,dimension_tuple_json,is_realistic_and_kept,notes_for_filtering
SYN083,"I'm trying to check on an old transaction I made with my Amex for some services, but it looks like the payment hasn't gone through? What do I do?","{""DisputeReason"":""credit_not_processed"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN084,"My credit card transaction for a service paid with Amex hasn't been processed yet, and it's an old charge. Is there any way to fix this?","{""DisputeReason"":""credit_not_processed"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN085,"I have a neutral feeling about this situation, but my payment with Amex for services from an old transaction still isn't processed. Is there anything you can do?","{""DisputeReason"":""credit_not_processed"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN086,Duplicate charge on recent MC transaction for services.,"{""DisputeReason"":""duplicate"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""services"",""CustomerSentiment"":""formal"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN087,"Hi, I noticed a duplicate payment on my Mastercard for service.","{""DisputeReason"":""duplicate"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""services"",""CustomerSentiment"":""formal"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN088,"two charges on mastercard for the same service, can you help?","{""DisputeReason"":""duplicate"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""services"",""CustomerSentiment"":""formal"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN089,I am disputing a duplicate entry for services paid via Mastercard.,"{""DisputeReason"":""duplicate"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""services"",""CustomerSentiment"":""formal"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN090,"Same service billed twice on my card, Mastercard issue.","{""DisputeReason"":""duplicate"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""services"",""CustomerSentiment"":""formal"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN091,"I recently made a transaction using my Mastercard for some merchandise, but the product I received is completely unacceptable! I'm really frustrated and would like to know how to get a refund or a replacement. Can you help with this?","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN092,"I ordered some merch with my Mastercard, and honestly, the product just doesn't live up to what was advertised. This has been really disappointing, and I feel like I need a resolution ASAP! What steps should I take for this unacceptable item?","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN093,"Hey, I paid for merchandise using my Mastercard not too long ago, and it's just unacceptable. I'm quite frustrated about this and need some assistance. Could you guide me on how to handle this issue?","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN094,The item I recently bought with my Mastercard is not acceptable at all. I'm feeling really frustrated about this whole situation. Can you provide me with details on how to address the issue with the merchant?,"{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN095,"So I recently used my Mastercard for a merchandise purchase, but the product just isn't acceptable. I'm super frustrated and want to know what I can do about this. Can you help me figure out the next steps?","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN096,product not acceptable bought w/ visa,"{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""confused"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN097,"merch issue, low amount, needs fixing!","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""confused"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN098,"Visa purchase, product is unacceptable","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""confused"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN099,"confused about merch bought on visa, help?","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""confused"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN100,"item unsatisfactory, low cost transaction on visa","{""DisputeReason"":""product_unacceptable"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""confused"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN101,"Hi, I placed an order for some merchandise a while ago using my Visa card, but I haven't received anything yet. Can you help me with this issue?","{""DisputeReason"":""product_not_received"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN102,"Hey, I need assistance with an old transaction I made. I paid for some products with my Visa, but they never arrived. What can I do?","{""DisputeReason"":""product_not_received"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN103,I’m dealing with a problem with an order I placed months ago using my Visa. The merchandise hasn't been delivered. Can you help me figure this out?,"{""DisputeReason"":""product_not_received"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN104,"I just realized I never got the items I bought a while back with my visa. It was for some merch, and I'm unsure what to do next. Can you assist?","{""DisputeReason"":""product_not_received"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN105,Can someone assist me? I have an issue regarding an order made with my Visa—it's been quite some time and the merchandise still hasn't arrived. What should I do?,"{""DisputeReason"":""product_not_received"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN106,"I recently made a purchase for some merchandise using my Discover card, but I haven't received the product yet. Can you help me figure out what's going on?","{""DisputeReason"":""product_not_received"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN107,"Hey, I just wanted to check in about my recent transaction with a merchant. I paid with Discover for some items, but they haven't arrived. What can I do?","{""DisputeReason"":""product_not_received"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN108,"Hello, I used my Discover card to buy some merchandise last week, but I’m still waiting for it to arrive. Can you assist me with this issue?","{""DisputeReason"":""product_not_received"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN109,"So, I made a purchase recently with my Discover card for some products, and they haven’t shown up yet. Any idea what steps I should take next? Thanks!","{""DisputeReason"":""product_not_received"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN110,"I placed an order for some merchandise using my Discover card, but I haven’t received it yet. Can you help me resolve this situation?","{""DisputeReason"":""product_not_received"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN111,I need help with a duplicate charge on my Mastercard for a service I used a while back. It’s really frustrating!,"{""DisputeReason"":""duplicate"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN112,Why am I seeing a duplicate transaction on my Mastercard statement for that service I paid for ages ago? It’s so annoying!,"{""DisputeReason"":""duplicate"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN113,I just noticed a second charge from that service on my Mastercard. It’s an old transaction and I’m feeling pretty frustrated about it. Can you help?,"{""DisputeReason"":""duplicate"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN114,"Ugh, I’m dealing with a duplicate payment on my Mastercard from this service I used a long time ago. It’s driving me crazy! What do I do?","{""DisputeReason"":""duplicate"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN115,Can you explain why my Mastercard shows a duplicate charge for an old service transaction? I’m really frustrated with this situation.,"{""DisputeReason"":""duplicate"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN116,"I recently discovered a fraudulent charge on my Amex card related to a high amount transaction for services. I'm really frustrated because I trusted the merchant, and now I need help resolving this issue. Can you guide me through the dispute process?","{""DisputeReason"":""fraudulent"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN117,Can someone please help me? I made a large payment using my Amex for services that turned out to be fraudulent. I'm super frustrated with how this is being handled! I need to dispute this ASAP and get my money back—what info do you need from me?,"{""DisputeReason"":""fraudulent"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN118,"Ugh! I'm so angry right now! I saw a huge charge on my Amex for some services I didn't approve. It's clearly fraudulent, and I'm at my wits' end trying to figure out how to dispute this. Please help me sort this mess out quickly!","{""DisputeReason"":""fraudulent"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN119,"Hello, I need assistance with a transaction I made with my Amex card. There's a high amount charged for services that I believe is fraudulent. I'm really frustrated since I didn't authorize this. What's the first step to disputing this charge?","{""DisputeReason"":""fraudulent"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN120,I think I've been scammed! A large sum was taken from my Amex for services I never agreed to. I'm feeling very frustrated and would like to dispute this fraudulent charge. Could you tell me what detailed steps I need to take to resolve this?,"{""DisputeReason"":""fraudulent"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN121,"product not received, paid with visa. old serv issue?","{""DisputeReason"":""product_not_received"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN122,"Visa payment for services, but item didn't arrive!","{""DisputeReason"":""product_not_received"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN123,"frustrated. old transaction on visa, service not delivered.","{""DisputeReason"":""product_not_received"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN124,"where's my stuff? paid with visa, but no product received!","{""DisputeReason"":""product_not_received"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN125,product still missing! used visa on services months ago.,"{""DisputeReason"":""product_not_received"",""PaymentNetwork"":""visa"",""MerchantServiceType"":""services"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN126,I would like to formally address an issue with a recent transaction made using my Amex card. It seems that my purchase for merchandise at your store was not processed correctly. Can you assist me with this?,"{""DisputeReason"":""credit_not_processed"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""formal"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN127,"Hello, I’m writing to report a problem with a recent transaction on my Amex card. The payment for merchandise didn’t go through, and I need to resolve this issue as soon as possible. Thank you!","{""DisputeReason"":""credit_not_processed"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""formal"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN128,"Dear support team, I encountered a situation where a recent Amex transaction for merchandise was not processed. Could you please provide guidance on how to rectify this?","{""DisputeReason"":""credit_not_processed"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""formal"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN129,"Hi, I’ve noticed that my recent Amex transaction for some merchandise didn’t get processed properly. What steps can I take to resolve this?","{""DisputeReason"":""credit_not_processed"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""formal"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN130,I’m facing an issue with a recent purchase I made with my Amex card for merchandise. The payment doesn't seem to have been processed. Could someone help me sort this out?,"{""DisputeReason"":""credit_not_processed"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""formal"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN131,"Hello, I'm writing because my subscription with the services merchant was canceled, but I was charged on my Discover card for a low amount. Can you explain why this happened?","{""DisputeReason"":""subscription_canceled"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN132,"I think there’s an issue with my recent payment through Discover. I canceled my subscription for the services, yet I still see a charge for a small amount. Can you help me resolve this?","{""DisputeReason"":""subscription_canceled"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN133,"Look, I no longer need the services I subscribed to and I canceled it, but I just found out that a small charge went through on my Discover card. Why is that? Really need to sort this out!","{""DisputeReason"":""subscription_canceled"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN134,"Hi there, I've got a neutral concern regarding my canceled subscription. My payment network is Discover, and I noticed a low amount was still charged from the services merchant after the cancellation. What do I do about this?","{""DisputeReason"":""subscription_canceled"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN135,"Hi! I canceled my subscription for a services provider, but I noticed a low amount was charged to my Discover account. Can you provide details on why this charge occurred after cancellation? Thanks!","{""DisputeReason"":""subscription_canceled"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""neutral"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN136,Duplicate txn on amex for merchandise. Low amount.,"{""DisputeReason"":""duplicate"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""formal"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN137,"Hey, I found a duplicate charge using Amex for merch, small amnt.","{""DisputeReason"":""duplicate"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""formal"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN138,Amex charge for merch looks duplicate. Can you fix? Low value issue.,"{""DisputeReason"":""duplicate"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""formal"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN139,Duplicate payment for a low amount on my Amex... merch order. Need help!,"{""DisputeReason"":""duplicate"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""formal"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN140,I have a duplicate transaction with my Amex for a low-cost item. Please clarify.,"{""DisputeReason"":""duplicate"",""PaymentNetwork"":""amex"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""formal"",""TransactionContext"":""low_amount"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN141,"I noticed a charge from a service provider on my discover card, and I'm confused about it. Can you help me understand this recent transaction?","{""DisputeReason"":""general"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""confused"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN142,Why is there a payment to a services merchant showing up on my recent Discover statement? I'm really not sure what it is.,"{""DisputeReason"":""general"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""confused"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN143,"I think there's a mistake with my Discover transaction for a recent service. Like, I don’t remember signing up for anything. Can you clarify this for me?","{""DisputeReason"":""general"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""confused"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN144,Help! I’m totally confused about a recent charge for services made on my Discover card. What does it mean?,"{""DisputeReason"":""general"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""confused"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN145,"There’s this service charge from my recent transactions on Discover, and it’s left me puzzled. Can you explain what it’s for?","{""DisputeReason"":""general"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""services"",""CustomerSentiment"":""confused"",""TransactionContext"":""recent_transaction"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN146,"credit not processed for high amt on discover, help!","{""DisputeReason"":""credit_not_processed"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN147,"merchant charge missing, used discover, so frustrated!","{""DisputeReason"":""credit_not_processed"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN148,why isn't my discover payment processing? high amount merchandise!,"{""DisputeReason"":""credit_not_processed"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN149,"y did my discover trx fail? shopping issue, really upset!","{""DisputeReason"":""credit_not_processed"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN150,"high amount merch purchase not showing up on discover, wth?","{""DisputeReason"":""credit_not_processed"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""frustrated"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN151,"I need help with a transaction I made using my MasterCard. The merchant charged me for some merchandise, but I’ve noticed an unrecognized charge that’s quite high. Can you help me understand why this happened?","{""DisputeReason"":""unrecognized"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN152,"Hey! I was checking my account and I saw a high amount charge from a merchant I don’t recognize on my MasterCard. It’s for some merchandise, and I’m not sure what’s going on. Can you look into it for me?","{""DisputeReason"":""unrecognized"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN153,"So, there’s a charge on my Mastercard for merchandise that I don’t recognize, and it’s a high amount. I’m pretty neutral about this but would like to resolve it. Can you tell me what steps I should take?","{""DisputeReason"":""unrecognized"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN154,"I have a concern regarding a high-value transaction on my MasterCard. It appears to be for merchandise, but I don’t remember making this purchase, so I’d like to dispute this unrecognized charge. What can I do?","{""DisputeReason"":""unrecognized"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN155,"Could you assist me with an issue? I found an unrecognized merchandise charge on my MasterCard account, and it’s a high amount. It’s kinda confusing, so I’d like to dispute it or at least get more information. Thanks!","{""DisputeReason"":""unrecognized"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN156,credit not gone through on discover! High amount for merchandise,"{""DisputeReason"":""credit_not_processed"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""confused"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN157,merchandise purchase on discover wasn't processed?? confused!,"{""DisputeReason"":""credit_not_processed"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""confused"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN158,Why didnt my high amount credit show up? Discover issue,"{""DisputeReason"":""credit_not_processed"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""confused"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN159,dispute credit not processed for big ticket item! Help!,"{""DisputeReason"":""credit_not_processed"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""confused"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN160,"hey, I thought my merchandise bought with discover would go thru but it didn’t, what's goin on?","{""DisputeReason"":""credit_not_processed"",""PaymentNetwork"":""discover"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""confused"",""TransactionContext"":""high_amount"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN161,"I'm reaching out regarding a recent transaction I made a while back with my Mastercard for some merchandise. I noticed something unusual, and I would appreciate your guidance on resolving this issue.","{""DisputeReason"":""general"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN162,"Hello, I hope you're doing well. I have a neutral concern about an old transaction I completed using my Mastercard. It was related to a purchase of merchandise and I'm not quite sure how to proceed with a dispute. Can you assist me?","{""DisputeReason"":""general"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN163,"I need help with a transaction dispute. A while back, I bought some merchandise using my mastercard, and I'm unsure about some details. Can you help me with the specifics of what I need to do?","{""DisputeReason"":""general"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN164,"Hey there, I’ve got a question regarding an old transaction made with my Mastercard. I bought some merchandise, and I think there’s a discrepancy. How do I go about filing a dispute? Thanks!","{""DisputeReason"":""general"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN165,"Hi! I hope you can help me. I have this neutral query about an old purchase made with my Mastercard for some merchandise. I'm not clear if I need to dispute anything or just need more info, so please advise.","{""DisputeReason"":""general"",""PaymentNetwork"":""mastercard"",""MerchantServiceType"":""merchandise"",""CustomerSentiment"":""neutral"",""TransactionContext"":""old_transaction"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
